topic	sentence0내일 반품할 노트북이 삼성인지 엘지인지 알려주세요0내일 삼성노트북을 반품할거에요 엘지노트북을 반품할거에요0내일 삼성노트북이랑 엘지노트북 중에 어떤 노트북을 반품하는거에요0혹시 내일 반품할 노트북이 삼성과 엘지 중에 무엇인지 아시나요0내일 노트북 반품이 삼성노트북인지 엘지노트북인지 확인부탁드립니다�립니다
1	근데 일번 화구와 삼번 화구 중 화력이 더 센 것은 몇 번 화구지
1	일단 불 세기가 상대적으로 센 가스레인지 화구는 일번과 삼 번 중 어디지
1	칼륨 칼슘 중에 어떤 성분이 불면증 환자에 더 도움이 되나요
1	불면증 증상에 칼슘이 더 효과가 있나요 칼륨이 더 효과가 있나요
1	불면증에 더 효과가 있는 성분이 칼륨 칼슘 중에 어떤 건가요
1	칼륨이 불면증 해소에 더 도움이 되나요 칼슘이 더 도움이 되나요
1	칼슘 칼륨 중에 불면증 완화에 더 도움이 되는 게 무엇인지 좀 알려주시겠습니까
1	칼륨이랑 칼슘 중에 어떤 성분이 불면증 환자에 더 도움이 되니
1	불면증 증상에 칼슘이 더 효과가 있을까 칼륨이 더 효과가 있을까 확인좀 해줘
1	불면증에 더 효과가 있는 성분이 칼륨 칼슘 중에 어떤 것인지 정보좀 줘
1	영양소중 칼륨이 불면증 해소에 더 도움이 되나 칼슘이 더 도움이 되나
1	보통 칼슘 칼륨 중에 불면증 완화에 더 도움이 되는 게 무엇인지 좀 알려주겠니
1	숯과 신문지 중 습도조절에 더 도움되는 것은 무엇이지요
1	숯과 신문지 중 습도 조절에 더 탁월한 것은 무엇이죠
1	효과적으로 습도를 조절하기 위해 더 적합한 것은 숯인가요 신문지인가요
1	숯과 신문지 중 습도 조절이 보다 효율적으로 가능한 것은 무엇입니까
1	습도 조절 기능을 비교할 때 숯이 더 좋나요 신문지가 더 좋나요
1	그럼 숯과 신문지 중 습도조절에 더 도움되는 것은 무엇이지
1	여기 있는 숯과 신문지 중 습도 조절에 더 나은 것은 무엇이니
1	좀더 효과적으로 습도를 조절할 수 있는 게 숯이야 신문지야
1	숯과 신문지 중 습도 조절을 보다 효율적 하는 건 무엇이니
1	이런 습한날 습도 조절 기능을 비교할 때 숯이 더 좋아 신문지가 더 좋아
1	양파 저장을 오래 하려면 실온이 더 낫나요 냉장 보관이 더 낫나요
1	더 오래 양파를 보관하기 좋은 조건이 상온입니까 냉장입니까
1	실온하고 냉장 보관 중에서 양파 장기 저장에 더 유리한 보관 방식이 무엇인지 알려주시겠나요
1	장기 보관 측면에서 양파에 냉장 보관이 더 좋아요 실온이 더 좋아요
1	냉장과 실온 두 조건 중에 더 양파를 오래 보관하기 좋은 조건이 어떤 건가요
1	저 양파 저장을 오래 하려면 실온이 더 나을까 냉장 보관이 더 나을까
1	궁금한데 더 오래 양파를 보관하기 좋은 조건이 상온이야 냉장이야
1	실온이랑 냉장 보관 중 양파를 오래 저장하는 데에 더 좋은 보관 방식이 뭔지 알려주겠니
1	장기 보관 측면에서 양파에 냉장 보관이 더 좋아 실온이 더 좋아
1	그렇다면 냉장과 실온 두 조건 중에 더 양파를 오래 보관하기 좋은 조건이 어떤 거야
1	큰방과 작은방 중 와이파이가 약한 곳은 어디입니까
1	큰방과 작은방 중 와이파이 연결이 더 오래 걸리는 곳은 어디지요
1	큰방과 작은방 중 와이파이 연결이 자주 끊기는 곳은 어디죠
1	와이파이를 수월하게 연결하려면 큰방과 작은방 중 어디를 가야 하나요
1	와이파이 연결이 상대적으로 불안정한 곳은 큰방인가요 작은방인가요
1	이제 큰방과 작은방 중 와이파이가 약한 곳은 어디인지 확인 부탁해
1	큰방과 작은방 중 화이파이 연결이 더 오래 걸리는 곳이 어느 방이지
1	그런데 큰방과 작은방 중 와이파이 연결이 자주 끊기는 곳은 어디니
1	일단 와이파이를 수월하게 연결하려면 큰방과 작은방 중 어디를 가야 하니
1	아 와이파이 연결이 상대적으로 불안정한 곳은 큰방이야 작은방이야
1	주방과 베란다 중 창문이 열려있는 곳은 어디죠
1	지금 창문이 열려있는 곳은 주방인가요 베란다인가요
1	주방과 베란다의 창문 중 어느 창문이 개방되어 있나요
1	창문이 개방된 곳은 주방입니까 베란다입니까
1	주방과 베란다의 창문 중 어느 창문이 열려있는 상태인지 말씀해주세요
1	주방과 베란다 중 창문이 열려있는 곳은 어디니
1	지금 창문이 열려있는 곳은 주방인가 베란다인가 확인해봐
1	그럼 주방과 베란다의 창문 중 어느 창문이 개방되어 있니
1	활짝 창문이 개방된 곳은 주방이니 베린다니
1	지금 주방과 베란다의 창문 중 어느 창문이 열려있는 상태인지 말좀 해줘
1	수저 소독할 때 냄비 뚜껑을 닫는 게 더 좋나요 아니면 열어놓는 게 더 좋나요
1	냄비 뚜껑은 수저를 소독할 때 열어놔야 합니까 닫아놔야 합니까
1	열탕으로 수저 소독하게 되면 냄비 뚜껑을 닫는 거하고 여는 거하고 뭐가 더 좋은 지 알려주시겠어요
1	수저 열탕 소독할 때 냄비 뚜껑을 열고 닫는 것 중 뭐가 더 좋죠
1	냄비 뚜껑을 열어두거나 닫아두는 것 중 뭐가 수저 소독할 때 더 좋은가요
1	일반적으로 수저 소독할 때 냄비 뚜껑을 닫는 게 더 좋아 아니면 열어놓는 게 더 좋아
1	그렇다면 냄비 뚜껑은 수저를 소독할 때 열어놔야 해 닫아놔야 해
1	있잖아 열탕으로 수저 소독하게 되면 냄비 뚜껑을 닫는 거하고 여는 거하고 뭐가 더 좋은 지 알려줄래
1	수저 열탕 소독시 냄비뚜껑을 여는 거랑 닫는 것 중 뭐가 더 좋은 방법이니
1	이렇게 냄비 뚜껑을 열어두거나 닫아두는 것 중 뭐가 수저 소독할 때 더 좋으니
1	곶감 쟁여두기 더 좋은 곳이 냉장실이에요 냉동실이에요
1	냉동실 냉장실 중에 어디가 곶감을 보관하기 더 좋습니까
1	냉동실이 곶감 보관에 더 좋은가요 아니면 냉장실이 더 좋은가요
1	곶감 저장하기 더 적합한 곳이 냉장실인지 냉동실인지 알려주실래요
1	보관 차원에서 곶감을 두기 더 좋은 곳이 냉장실인가요 냉동실인가요
1	이 곶감 쟁여두기 더 좋은 곳이 냉장실이야 냉동실이야
1	음 냉동실 냉장실 중에 어디가 곶감을 보관하기 더 좋으니
1	냉동실이 곶감 보관에 더 좋은걸까 냉장실이 더 좋은걸까
1	이 곶감 저장하기 더 적합한 곳이 냉장실인지 냉동실인지 알려줄래
1	그니까 보관 차원에서 곶감을 두기 더 좋은 곳이 냉장실인가 냉동실인가
1	메론과 참외 중 수분 함량이 높은 것은 무엇이지요
1	메론과 참외 중 수분을 더 잘 섭취할 수 있는 것은 무엇이죠
1	효과적인 수분 섭취에 메론과 참외 중 무엇이 더 적합하나요
1	메론과 참외 중 무엇이 더 많은 수분을 함유하고 있습니까
1	수분섭취에 효율적인 것은 메론인가요 참외인가요
1	메론과 참외 중 수분 함량이 더 높은 건 뭐니
1	저기 메론과 참외 중 수분을 더 잘 섭취할 수 있는 것은 뭘까
1	매우 효과적인 수분 섭취에 메론과 참외 중 무엇이 더 적합할까
1	저 메론과 참외 중 무엇이 더 많은 수분을 함유하고 있니
1	이런경우 수분섭취에 효율적인 것은 메론인가 참외인가
1	더 더러운 커버가 안방 침대 건가요 작은 방 침대 건가요
1	침대 커버 중에 안방 거가 더 더럽나요 작은 방 거가 더 더럽나요
1	안방 침대 커버하고 작은 방 침대 커버 중에 뭐가 더 지저분하죠
1	작은 방과 안방 침대 커버 중에 더 지저분한 커버를 알려주세요
1	작은 방 안방 침대 중에서 어디 커버가 더 비위생적입니까
1	더 더러운 커버가 안방 침대 커버니 작은 방 거니
1	침대 커버 중 안방 게 더 더럽니 작은 방 게 더 더럽니
1	안방 침대 커버랑 작은 방 침대 커버 중에 뭐가 더 지저분한지 확인할래
1	저기 작은 방과 안방 침대 커버 중에 더 지저분한 커버를 알려주겠니
1	그럼 작은방 안방 침대 중에서 어디 커버가 더 비위생적이니
1	파인애플 사과 중에 아침에 먹기 더 나은게 뭔가요
1	사과랑 파인애플 중에서 아침으로 먹기 더 좋은 게 뭐죠
1	아침식사 대용으로 사과 파인애플 중에 뭐가 더 낫습니까
1	아침에 사과를 식사 대용으로 먹는게 더 좋은가요 아니면 파인애플을 먹는게 더 좋은가요
1	파인애플 사과 중 아침 식사 대용으로는 뭐가 더 낫죠
1	준배한 파인애플 사과 중에 아침에 먹기 더 나은게 뭐야
1	잘 익은 사과랑 파인애플 중에서 아침으로 먹기 더 좋은 게 뭐지
1	아침식사 대용으로 사과 파인애플 중에 뭐가 더 나을까
1	아침에 사과를 식사 대용으로 먹는게 더 좋으니 아니면 파인애플을 먹는게 더 좋으니
1	음 파인애플 사과 중 아침 식사 대용으로는 뭐가 더 낫니
1	설거지 시 짝다리를 번갈아 서있는 것과 양쪽다리로 서있는 것 중 무릎관절에 더 나은 자세는 무엇이죠
1	설거지할 때 무릎관절에 좋은 자세는 짝다리를 번갈아 서있는 것인가요 양쪽다리로 서있는 것인가요
1	무릎관절에 무리를 덜 가게 하려면 설거지할 때 짝다리를 번갈아 서서 해야 하나요 양쪽다리로 서서 해야 하나요
1	설거지할 때 무릎관절을 덜 약화시키는 자세는 짝다리를 번갈아 서있는 것입니까 양쪽다리로 서있는 것입니까
1	설거지할 때 무릎관절 건강을 위한 자세로 더 좋은 것은 짝다리를 번갈아 서있는 것일까요 양쪽다리로 서있는 것일까요
1	설거지할 때 짝다리를 번갈아 서있는 것과 양쪽다리로 서있는 것 중 무릎관절에 더 나은 자세가 뭐야
1	설거지할 때 무릎관절에 좋은 자세가 짝다리를 번갈아 서있는거야 양쪽다리로 서있는거야
1	무릎관절에 무리를 덜 가게 하려면 설거지할 때 짝다리를 번갈아 서서 해야 하나 양쪽다리로 서서 해야 하나 알아봐
1	오랫동안 설거지할 때 무릎관절을 덜 약화시키는 자세는 짝다리를 번갈아 서있는 거니 양쪽다리로 서있는 거니
1	이렇게 설거지할 때 무릎관절 건강을 위한 자세로 더 좋은 것은 짝다리를 번갈아 서있는 것일까 양쪽다리로 서있는 것일까
1	선풍기 날개가 세 개인 것과 네 개인 것 중 바람이 더 시원한 것은 무엇이지요
1	선풍기 날개가 세 개인 것과 네 개인 것 중 바람의 세기가 더 강한 것은 무엇이죠
1	바람의 세기를 비교했을 때 바람이 더 센 것은 선풍기 날개가 세 개인 것입니까 네 개인 것입니까
1	선풍기 날개가 세 개일 때 바람이 더 센가요 네 개일 때 더 센가요
1	바람을 더 세게 하려면 선풍기의 날개를 세 개로 하는것이 좋을까요 네 개로 하는 것이 좋을까요
1	선풍기에서 날개가 세 개인 거랑 네 개인 것 중 바람이 더 시원한 건 뭐야
1	선풍기 날개 세 개랑 네 개 중 바람의 세기가 더 강한 것은 어느 쪽이지
1	그런데 바람의 세기를 비교했을 때 더 센 건 선풍기 날개가 세 개인 거야 네 개인 거야
1	선풍기 날개가 세 개일 때 바람이 더 셀까 네 개일 때 더 셀까
1	저기 바람을 더 세게 하려면 선풍기의 날개를 세 개로 하는것이 좋을까 네 개로 하는 것이 좋을까
1	클린징크림과 클린징오일 중 클린징에 더 효과가 큰 것은 무엇이죠
1	클린징크림과 클린징오일 중 클린징을 보다 효과적으로 하는 제품은 무엇이지요
1	클린징 기능을 비교할 때 클린징크림이 더 좋나요 클린징오일이 더 좋나요
1	클린징크림과 클린징오일 중 어느 것에 더 큰 클린징 효과를 기대할 수 있습니까
1	보다 효과적으로 클린징하기 위해서 클린징크림과 클린징오일 중 어느 것을 사용하는 것이 좋은지 말씀해주세요
1	여기 클린징크림과 클린징오일 중 클린징에 더 효과가 큰 것은 뭐지
1	클린징크림이랑 클린징오일 중 클린징에 보다 효과인 제품은 무엇이지
1	있지 클린징 기능을 비교할 때 클린징크림이 더 좋아 클린징오일이 더 좋아
1	이봐 클린징크림과 클린징오일 중 어느 것에 더 큰 클린징 효과를 기대할 수 있니
1	그럼 보다 효과적으로 클린징하기 위해서 클린징크림과 클린징오일 중 어느 것을 사용하는 것이 좋은지 말해줘
1	쌀 보리 중에 벌레가 더 잘 끼는 곡물이 뭐죠
1	보리하고 쌀 중에서 바구미나 쌀벌레 같은 애들에 더 취약한 게 뭔가요
1	벌레류에 더 취약한 곡물이 쌀 보리 중에 무엇입니까
1	쌀에서 벌레가 잘생기는지 보리에서 벌레가 더 잘생기는지 확인해주시겠어요
1	쌀과 보리 중 충해에 더 약한 곡식이 무엇인지 알려주시겠습니까
1	이 쌀 보리 중에 벌레가 더 잘 끼는 곡물이 뭐야
1	보통 보리하고 쌀 중에서 바구미나 쌀벌레 같은 애들에 더 취약한 게 뭐야
1	벌레류에 더 취약한 곡물이 쌀 보리 중에 뭐야
1	쌀에서 벌레가 잘 나는지 보리에서 벌레가 더 잘 나는지 확인해봐
1	쌀과 보리 중 벌레에 더 약한 게 뭔지 알려줄수 있어
1	오이 갈은 것과 감자 갈은 것 중 가벼운 화상에 붙이면 좋은 것은 무엇이죠
1	오이 갈은 것과 감자 갈은 것 중 가벼운 화상 치료에 효과적인 것은 무엇이지요
1	가벼운 화상에 붙이기 더 좋은 것은 오이 갈은 것인가요 감자 갈은 것인가요
1	가벼운 화상 치유에 탁월한 것은 오이 갈은 것입니까 감자 갈은 것입니까
1	가벼운 화상에 덧대기 적합한 것은 오이 갈은 것일까요 감자 갈은 것일까요
1	그럼 오이 갈은 것과 감자 갈은 것 중 가벼운 화상에 붙이면 좋은 건 뭐니
1	오이 갈은 것과 감자 갈은 것 중 가벼운 화상 치료에 효과가 더 좋은것은 뭐지
1	있잖아 가벼운 화상에 붙이기 더 좋은 것은 오이 갈은 것이니 감자 갈은 것이니
1	그렇다면 가벼운 화상 치유에 탁월한 것은 오이 갈은 것이니 감자 갈은 것이니
1	가벼운 화상에 덧댈 만한 게 오이 갈은 걸까 감자 갈은 걸까
1	타일 닦는 데 극세사 천이 낫나요 면으로 된 천이 낫나요
1	극세사 재질하고 면 재질 중에서 타일 청소하기에 더 좋은 재질이 무엇입니까
1	타일 얼룩 제거에 면이 좋나요 아니면 극세사가 좋나요
1	청소하려는 게 타일이라면 면하고 극세사 중에서 어느 게 더 유리합니까
1	면이 타일 청소에 더 좋은지 극세사 천이 더 좋은지 알려주세요
1	여기 타일 닦는 데 극세사 천이 낫니 면으로 된 천이 낫니
1	이 극세사 재질하고 면 재질 중에서 타일 청소하기에 더 좋은 재질은 어떤거야
1	주방 타일 얼룩 제거에 면이 좋아 아니면 극세사가 좋아
1	청소하려는 게 타일이라면 면하고 극세사 중에서 어느 것을 사용해야 더 깨끗하게 할수 있지
1	면이 타일 청소에 더 좋은지 아니면 극세사 천이 더 좋은지 알려줄래
